0.000311, 4.981831, 11.500000, 0.000090, 4.000326, 0.249092, 50, 0.012455, 
0.002028, 3.771569, 11.500001, 0.000561, 4.002043, 0.437670, 50, 0.034338, 
0.005892, 8.424669, 11.500005, 0.001623, 4.005908, 0.858903, 50, 0.077283, 
0.012766, 6.896451, 11.500022, 0.003515, 4.012781, 1.203726, 50, 0.137470, 
0.023516, 6.935086, 11.500076, 0.006480, 4.023531, 1.550480, 50, 0.214994, 
0.039016, 6.998137, 11.500210, 0.010772, 4.039031, 1.900387, 50, 0.310013, 
0.060154, 7.091339, 11.500500, 0.016653, 4.060167, 2.254954, 50, 0.422761, 
0.087832, 7.219877, 11.501068, 0.024404, 4.087839, 2.615948, 50, 0.553558, 
0.122539, 3.911129, 11.502084, 0.034201, 4.122531, 2.811504, 50, 0.694133, 
0.164346, 0.570741, 11.503762, 0.046117, 4.164304, 2.840041, 50, 0.836135, 
0.213336, 0.668577, 11.506366, 0.060235, 4.213225, 2.873470, 50, 0.979809, 
0.269604, 0.751813, 11.510213, 0.076649, 4.269361, 2.911061, 50, 1.125362, 
0.333251, 0.812838, 11.515682, 0.095461, 4.332773, 2.951703, 50, 1.272947, 
0.404383, 0.841236, 11.523214, 0.116776, 4.403505, 2.993765, 50, 1.422635, 
0.483102, 0.823413, 11.533318, 0.140697, 4.481573, 3.034935, 50, 1.574382, 
0.569502, 0.742441, 11.546569, 0.167317, 4.566950, 3.072057, 50, 1.727985, 
0.663653, 0.578431, 11.563608, 0.196708, 4.659547, 3.100979, 50, 1.883034, 
0.765596, 0.310035, 11.585137, 0.228910, 4.759191, 3.116481, 50, 2.038858, 
0.875320, -0.082725, 11.611898, 0.263911, 4.865601, 3.112344, 50, 2.194475, 
0.992748, -0.613697, 11.644661, 0.301637, 4.978366, 3.081660, 50, 2.348558, 
1.117719, -1.284141, 11.684184, 0.341926, 5.096923, 3.017453, 50, 2.499431, 
1.249975, -2.075404, 11.731174, 0.384519, 5.220550, 2.913682, 50, 2.645115, 
1.389147, -2.942986, 11.786243, 0.429047, 5.348363, 2.766533, 50, 2.783441, 
1.534759, -3.815196, 11.849855, 0.475035, 5.479345, 2.575773, 50, 2.912230, 
1.686235, -4.599662, 11.922286, 0.521907, 5.612382, 2.345790, 50, 3.029520, 
1.842925, -5.198959, 12.003596, 0.569011, 5.746324, 2.085842, 50, 3.133812, 
2.004139, -5.532599, 12.093624, 0.615657, 5.880058, 1.809212, 50, 3.224272, 
2.169181, -5.558490, 12.192002, 0.661150, 6.012574, 1.531288, 50, 3.300837, 
2.337390, -5.285469, 12.298192, 0.704826, 6.143027, 1.267014, 50, 3.364187, 
2.508171, -4.771505, 12.411536, 0.746091, 6.270774, 1.028439, 50, 3.415609, 
2.681009, -4.108465, 12.531302, 0.784431, 6.395389, 0.823016, 50, 3.456760, 
2.855479, -3.400051, 12.656732, 0.819419, 6.516663, 0.653013, 50, 3.489411, 
3.031240, -2.741333, 12.787070, 0.850713, 6.634577, 0.515947, 50, 3.515208, 
3.208014, -2.205848, 12.921581, 0.878038, 6.749277, 0.405654, 50, 3.535491, 
3.385573, -1.841872, 13.059553, 0.901164, 6.861039, 0.313561, 50, 3.551169, 
3.563705, -1.675887, 13.200288, 0.919881, 6.970240, 0.229766, 50, 3.562657, 
3.742198, -1.719835, 13.343085, 0.933974, 7.077331, 0.143774, 50, 3.569846, 
3.920802, -1.979043, 13.487214, 0.943197, 7.182814, 0.044822, 50, 3.572087, 
4.099211, -2.458734, 13.631883, 0.947242, 7.287219, -0.078114, 50, 3.568181, 
4.277029, -3.167857, 13.776208, 0.945714, 7.391092, -0.236507, 50, 3.556356, 
4.453741, -4.118971, 13.919167, 0.938098, 7.494965, -0.442456, 50, 3.534233, 
4.628681, -5.321769, 14.059562, 0.923730, 7.599337, -0.708544, 50, 3.498806, 
4.801004, -6.765124, 14.195977, 0.901766, 7.704629, -1.046800, 50, 3.446466, 
4.969663, -8.377687, 14.326749, 0.871158, 7.811139, -1.465685, 50, 3.373182, 
5.133414, -9.950781, 14.449978, 0.830665, 7.918977, -1.963224, 50, 3.275021, 
5.290882, -11.005346, 14.563592, 0.778913, 8.028008, -2.513491, 50, 3.149346, 
5.440739, -10.609411, 14.665536, 0.714578, 8.137848, -3.043962, 50, 2.997148, 
5.582079, -7.258432, 14.754102, 0.636753, 8.247998, -3.406883, 50, 2.826804, 
5.715005, 0.823823, 14.828351, 0.545543, 8.358254, -3.365692, 50, 2.658519, 
5.841315, 14.388761, 14.888388, 0.442745, 8.469383, -2.646254, 50, 2.526206, 
5.964876, 30.927444, 14.935128, 0.332222, 8.583763, -1.099882, 50, 2.471212, 
6.091159, 43.777021, 14.969462, 0.219444, 8.705289, 1.088969, 50, 2.525661, 
6.225897, 45.859149, 14.991400, 0.110140, 8.838229, 3.381927, 50, 2.694757, 
6.373590, 36.003766, 14.999937, 0.008805, 8.985675, 5.182115, 50, 2.953863, 
6.588693, 435.633688, 14.997053, 6.253260, 9.200758, 26.963799, 50, 4.302053, 
6.810336, -486.950486, 14.986373, 6.215861, 9.422144, 2.616275, 50, 4.432867, 
7.031475, -56.358215, 14.966882, 6.172981, 9.642423, -0.201636, 50, 4.422785, 
7.251071, -8.319476, 14.937485, 6.123579, 9.860041, -0.617609, 50, 4.391904, 
7.467931, -9.527586, 14.897084, 6.066468, 10.073105, -1.093989, 50, 4.337205, 
7.680777, -10.228724, 14.844663, 6.000371, 10.279396, -1.605425, 50, 4.256934, 
7.888407, -9.631113, 14.779372, 5.924086, 10.476492, -2.086981, 50, 4.152585, 
8.090008, -6.482891, 14.700570, 5.836805, 10.662054, -2.411125, 50, 4.032028, 
8.285667, 0.686025, 14.607733, 5.738615, 10.834286, -2.376824, 50, 3.913187, 
8.476758, 10.986025, 14.500234, 5.631199, 10.992272, -1.827523, 50, 3.821811, 
8.666302, 24.175132, 14.376936, 5.518198, 11.136232, -0.618766, 50, 3.790873, 
8.858775, 35.816587, 14.235923, 5.404704, 11.267233, 1.172063, 50, 3.849476, 
9.058918, 37.909764, 14.075025, 5.296072, 11.386267, 3.067552, 50, 4.002854, 
9.270376, 29.173332, 13.892850, 5.196564, 11.493630, 4.526218, 50, 4.229164, 
9.494967, 14.536790, 13.689531, 5.108618, 11.589038, 5.253058, 50, 4.491817, 
9.732764, 0.584651, 13.466730, 5.032927, 11.672146, 5.282290, 50, 4.755932, 
9.982586, -9.441823, 13.227155, 4.969007, 11.742960, 4.810199, 50, 4.996442, 
10.242635, -14.390702, 12.973895, 4.915757, 11.801992, 4.090664, 50, 5.200975, 
10.510976, -15.472903, 12.709918, 4.871866, 11.850191, 3.317019, 50, 5.366826, 
10.785721, -15.111093, 12.437895, 4.836071, 11.888773, 2.561464, 50, 5.494899, 
11.065128, -13.929150, 12.160137, 4.807256, 11.919085, 1.865007, 50, 5.588149, 
11.347634, -12.517476, 11.878604, 4.784481, 11.942505, 1.239133, 50, 5.650106, 
11.631842, -11.159828, 11.594959, 4.766973, 11.960376, 0.681141, 50, 5.684163, 
11.916507, -9.968557, 11.310619, 4.754110, 11.973975, 0.182714, 50, 5.693299, 
12.200577, -8.414843, 11.026744, 4.745394, 11.984494, -0.238029, 50, 5.681397, 
12.483412, -5.113794, 10.744037, 4.740424, 11.993041, -0.493718, 50, 5.656711, 
12.764713, -2.407202, 10.462839, 4.738900, 12.000634, -0.614078, 50, 5.626008, 
13.044267, -1.685183, 10.183387, 4.740613, 12.008210, -0.698337, 50, 5.591091, 
13.321940, -1.083025, 9.905842, 4.745426, 12.016642, -0.752489, 50, 5.553466, 
13.597661, -0.569559, 9.630307, 4.753269, 12.026760, -0.780967, 50, 5.514418, 
13.871415, -0.121791, 9.356844, 4.764127, 12.039362, -0.787056, 50, 5.475065, 
14.143235, 0.276268, 9.085488, 4.778035, 12.055235, -0.773243, 50, 5.436403, 
14.413201, 0.634173, 8.816258, 4.795071, 12.075164, -0.741534, 50, 5.399326, 
14.681433, 0.955004, 8.549174, 4.815357, 12.099950, -0.693784, 50, 5.364637, 
14.948085, 1.234610, 8.284268, 4.839046, 12.130418, -0.632053, 50, 5.333034, 
15.213339, 1.460186, 8.021609, 4.866320, 12.167426, -0.559044, 50, 5.305082, 
15.477396, 1.608331, 7.761319, 4.897383, 12.211873, -0.478628, 50, 5.281151, 
15.740463, 1.643067, 7.503610, 4.932439, 12.264696, -0.396474, 50, 5.261327, 
16.002727, 1.514664, 7.248819, 4.971678, 12.326860, -0.320741, 50, 5.245290, 
16.264335, 1.161276, 6.997450, 5.015247, 12.399333, -0.262677, 50, 5.232156, 
16.525351, 0.515987, 6.750221, 5.063209, 12.483039, -0.236878, 50, 5.220312, 
16.785714, -0.477398, 6.508104, 5.115506, 12.578791, -0.260748, 50, 5.207275, 
17.045196, -1.837995, 6.272349, 5.171908, 12.687191, -0.352648, 50, 5.189642, 
17.303358, -3.513877, 6.044472, 5.231975, 12.808515, -0.528341, 50, 5.163225, 
17.559529, -5.352946, 5.826194, 5.295038, 12.942599, -0.795989, 50, 5.123426, 
17.812823, -7.099577, 5.619315, 5.360208, 13.088745, -1.150968, 50, 5.065878, 
18.062185, -8.437940, 5.425541, 5.426428, 13.245695, -1.572865, 50, 4.987234, 
18.306479, -9.082257, 5.246301, 5.492561, 13.411684, -2.026977, 50, 4.885885, 
18.544596, -8.880361, 5.082574, 5.557496, 13.584580, -2.470996, 50, 4.762336, 
18.775551, -7.875345, 4.934804, 5.620247, 13.762074, -2.864763, 50, 4.619098, 
18.998558, -6.287651, 4.802888, 5.680027, 13.941881, -3.179145, 50, 4.460140, 
19.213063, -4.428838, 4.686248, 5.736283, 14.121903, -3.400587, 50, 4.290111, 
19.418742, -2.597315, 4.583951, 5.788690, 14.300338, -3.530453, 50, 4.113588, 
19.615470, -1.006037, 4.494832, 5.837122, 14.475722, -3.580755, 50, 3.934551, 
19.803276, 0.239266, 4.417624, 5.881610, 14.646923, -3.568792, 50, 3.756111, 
19.982299, 1.122728, 4.351039, 5.922296, 14.813104, -3.512655, 50, 3.580478, 
20.152752, 1.684906, 4.293841, 5.959390, 14.973673, -3.428410, 50, 3.409058, 
20.314883, 1.991230, 4.244877, 5.993141, 15.128234, -3.328848, 50, 3.242615, 
20.468956, 2.110071, 4.203099, 6.023814, 15.276534, -3.223345, 50, 3.081448, 
20.615232, 2.101370, 4.167571, 6.051672, 15.418430, -3.118276, 50, 2.925534, 
20.753965, 2.012163, 4.137461, 6.076967, 15.553856, -3.017668, 50, 2.774651, 
20.885388, 1.877037, 4.112040, 6.099933, 15.682797, -2.923816, 50, 2.628460, 
21.009716, 1.719745, 4.090668, 6.120785, 15.805275, -2.837829, 50, 2.486569, 
21.127145, 1.555895, 4.072786, 6.139719, 15.921334, -2.760034, 50, 2.348567, 
21.237847, 1.395183, 4.057907, 6.156909, 16.031032, -2.690275, 50, 2.214053, 
21.341980, 1.243142, 4.045603, 6.172510, 16.134435, -2.628118, 50, 2.082647, 
21.439679, 1.102534, 4.035503, 6.186660, 16.231611, -2.572991, 50, 1.953998, 
21.531069, 0.974578, 4.027282, 6.199481, 16.322630, -2.524262, 50, 1.827785, 
21.616255, 0.859111, 4.020655, 6.211080, 16.407558, -2.481307, 50, 1.703719, 
21.695332, 0.755710, 4.015373, 6.221553, 16.486458, -2.443521, 50, 1.581543, 
21.768383, 0.663279, 4.011218, 6.230981, 16.559391, -2.410357, 50, 1.461025, 
21.835481, 0.580816, 4.008001, 6.239438, 16.626412, -2.381317, 50, 1.341959, 
21.896689, 0.507202, 4.005556, 6.246986, 16.687571, -2.355957, 50, 1.224162, 
21.952062, 0.441341, 4.003738, 6.253682, 16.742915, -2.333890, 50, 1.107467, 
22.001649, 0.382215, 4.002422, 6.259572, 16.792484, -2.314779, 50, 0.991728, 
22.045489, 0.328878, 4.001499, 6.264699, 16.836314, -2.298335, 50, 0.876811, 
22.083619, 0.280545, 4.000878, 6.269096, 16.874439, -2.284308, 50, 0.762596, 
22.116068, 0.236346, 4.000481, 6.272794, 16.906885, -2.272490, 50, 0.648972, 
22.142860, 0.195650, 4.000243, 6.275817, 16.933676, -2.262708, 50, 0.535836, 
22.164095, 0.799645, 4.000112, 6.278194, 16.954911, -2.222726, 50, 0.424700, 
22.180218, 3.564115, 4.000046, 6.279988, 16.971034, -2.044520, 50, 0.322474, 
22.191941, 5.684352, 4.000016, 6.281286, 16.982757, -1.760302, 50, 0.234459, 
22.199970, 5.650775, 4.000005, 6.282171, 16.990786, -1.477763, 50, 0.160571, 
22.205007, 5.627393, 4.000001, 6.282726, 16.995823, -1.196394, 50, 0.100751, 
22.207755, 5.612079, 4.000000, 6.283028, 16.998571, -0.915790, 50, 0.054961, 
22.208914, 5.603108, 4.000000, 6.283156, 16.999730, -0.635634, 50, 0.023180, 
22.209184, 5.598568, 4.000000, 0.000000, 17.000000, -0.355706, 50, 0.005394, 
22.209184, 4.956378, 4.000000, 0.000000, 17.000000, -0.107887, 50, 0.000000, 
